Title,Location,Summary
서버 개발자 Python(Django) Developer (주니어),서울 마포구,요건- Python/Django 실무 1~3년- RDBMS에 대한 기본 지식- REST API에 대한 기본 지식- AWS 등 클라우드 환경에 대한 관심과 경험 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷...
[NAVER Z] 데이터 엔지니어,성남 분당구,"서비스 API 개발 및 운영자격요건 및 필요역량- 관련 분야 개발 경력 3년 이상- Scala/Java/ Python, Spark, Kafka(Stream) 기반 빅 데이터 처리 경험이 있으신 분- 빅데이터 엔지니어링 도구에..."
위고블록체인 연구소 연구원,서울 서초구,"경력자-블록체인기반 디지털자산관련 앱및웹서비스개발-백엔드와 네트워킹 시스템개발 경험-백엔드: Rails,Go, Python,Rust,C/C++-프론트: Ruby,Javascript,Flutter-블록체인: Solidity[필수..."
한국행동과학연구소 각 부문 수시,서울 강남구,"CSS3, 모바일 프로젝트 및 반응형 웹구축 경험, 교육이수자 백엔드개발자 - 개발 및 유지보수 - java, python, php, nodejs 사용자- oracle, mysql 등 유경험자 근무조건 경영·인사·총무·사무..."
해외 시장조사 및 산업조사 인턴,서울 강남구,"인문계열 - 영어 활용 역량[기타우대] - PPT, Excel, HWP 등 문서프로그램 활용 역량 - Python, R 활용 역량 - 영어, 중국어, 제2외국어 등의 역량 보유[근무조건] - 근무형태 : 인턴직(6개월..."
"서버엔진 개발자 정규직 직원 ( C++, Python )",서울 금천구,"Python ) 모집부문 및 자격요건 모집부문 개발자 (JAVA, PYTHON) 모집직무 응용프로그램개발, Linux, Java, Python 모집학... 프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
2022년 파이썬활용 빅데이터 분석 전문가 국비무료 양성과정,서울 금천구,데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터마이닝... 템분석·설계>컨설팅|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
Vocational Training Program Intern (Developer/Researcher Rol...,서울,"e.g. C, C++, Python, JavaScript... validation in scaleout system SDA python test script refactoring Intelligent Data..."
[NAVER Cloud] 데이터분석가,성남 분당구,BI 툴 활용 가능자- 개발 조직과 협업한 경험 보유자- 논리적 사용 능력과 커뮤니케이션 능력 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
JR0186078 AI Research Engineer Intern,서울,"architectures, and optimization strategiesProgramming skills with Python/C++Experience working with one or more deep learning..."
Python 기반 빅데이터 처리 개발자,서울 서초구,인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임...
애플리케이션 개발자&컨설턴트 정규직,서울 강남구,"Platform 컨설팅> JAVA/ Python/JScript 등의 개발... 경력(연차무관)학력사항: 대학(2,3년)졸업 이상직무기술: java, Python, javascript기타: > Basic SQL, HTML, CSS..."
서버 개발자 Python(Django) Developer (경력),서울 마포구,유관직무 경력자 우대 서버 개발자 Python(Django) Developer... 있습니다.■ 자격 요건 인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신...
[전문연구요원] 의료영상 리서치 엔지니어 정규직,서울 마포구,"학력무관직무기술: VISUALC++, 응용프로그래밍, C·C++, Python, AI개발 2 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
[뉴플랫폼기술] 클라우드 엔지니어,성남 분당구,Code를 이해하고 구현할 수 있는 분 ( 인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>AWS
Data Engineer (Kafka) (토스),서울 강남구,터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>하둡(Hadoop)|인터넷·IT·통신·모바일·게임...
"Game Operations Specialist, Pico",서울,independently promote business development... SQL or python as a plus 6. Have keen insight and strong learning ability...
"주니어 백엔드 개발자 경력직, 정규직",서울 중구,"및 직급/직책]근무부서: 개발팀직급/직책: 팀원 [자격요건]• 최소 1년 이상의 실무 경험이 있으신 분• Python, Typescript, Node.js 등 하나 이상에 대한 프로그래밍 실무 경험이 있으신 분• 기본적인..."
Python 경력직 개발자 (신한은행 배달앱;땡겨요; 개인화 큐레이션 서비스 운영 개발),서울 중구,직무내용] 담당업무 미식의시대 개인화 큐레이션 서비스 개발 (신한은행 배달앱 땡겨요의 개인화 큐레이션 서비스)자격요건 소프트웨어 엔지니어 경험이 5년 이상이거나 그에 준하는 경험이 있으신 분 개발 생산성에 대해 고민하고 동료...
AI 분야,서울,"무를 경험하면서 조직과 함께 성장하고 싶으신 마인드를 보유하신 분 - Python 및 PyTorch, Tensorflow 등과 같은 딥러닝 프레임워크... 경력자 가능 - C/C++, Python, 딥러닝 프레임워크(PyTorch..."
영상 데이터 검수자,서울 종로구,무관ㆍImage Labeling 검수 또는 Crawling 업무 경험ㆍ Python 기반 Image Control 경험 (우대)ㆍOA 활용 능력 보유자... 모바일·게임>응용프로그래머> Python|교육·교사·강사·교직원>IT·문화...
응용 프로그래머,포항 북구,"Base로 개발하여 현장설치하는 제어계측 엔지니어링 회사입니다.업무내용 : 프로그래밍우대사항 : C/C++, Python, C# 가능자 우대* 성실하고 열정 있는 신입 환영* [근무시간 및 형태] 주 5일 근무 (오전) 9시..."
[플레이채팅 유닛(CIC)] 서버 개발자 영입,성남 판교역,"분 AWS, GCP등의 클라우드 기반에서 개발 경험 있으신 분 C++, Java, Kotlin, Go, Python, Javascript 등 하나 이상의 프로그래밍 언어에 능숙하신 분 논리적이고 체계적인 문제 해결 능력 및..."
[외국계 스타트업 미소] Business Analyst,서울,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
[인재 Pool / 상시 / 신입] R&D 박사,인천 연수구,C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>UNIX·LINUX계열 서버운영·관리|전자·기계·기술...
AI Research Engineer Intern,서울,optimization strategies. Programming skills with Python/C++. Experience working with one or more deep learning frameworks...
BI팀 채용,용인 기흥구,"해석 1. 학력 : 석사이상 (2개월 이내 근무 가능자) 2. 생명정보학 전공자 3. 프로그래밍 가능자 ( Python, Perl, R 등) 4. Germline / Somatic / Cell-free DNA NGS 데이터를..."
생명정보학 부문 박사졸 선임연구원 정규직 정규직,서울 서대문구,"- Python or R 활용가능 -Linux terminal 능숙 -생물학... 생명정보학, 생물정보학-외국어: 영어 회화가능,독해가능,작문가능- Python or R 활용가능- Linux terminal 능숙- 생물학 기초 수강..."
클라우드 부문 인재,서울 중구,Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C#|인터넷·IT·통신·모바일·게임>응용프로그래머>ASP...
데이터 사이언티스트,서울,유를 위한 원활한 커뮤니케이션 능력 • 긍정적인 사고 *Preference... 영어 회화 • Python or R을 활용한 프로그래밍 능력. • 데이터 시각화 혹은 데이터 분석 능력 • 통계 지식 근무 형태...
(주)데이터누리 PM/PL & 데이터분석가 정규직,서울 강서구,"SQLD(SQL개발자), 데이터아키텍처 전문가﻿﻿﻿﻿[우대사항]- Python, R 등 경험자- 보유자격(우대) : 데이터분석 전문가, 데이터분석... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
웹프로그래머 (FrontEnd) 기업부설연구소 연구원 #python #js #FullStack #모바일,서울 용산구,"데이터 수집, 분석 및 가공 에 관련된 프로그램 개발 ( Python) REST API개발( Python)# 우대사항 javascript 개발경험 필수 python 개발 유경험자 우대 Android, iOS 개발 유경험자 우대..."
고려대학교 산학협력단 직원(데이터엔지니어) 모집,대한민국,"능개선 경험 - DW, DM 시스템 구축 및 운영 경험 - 머신러닝, 딥러닝, 자연어처리 지식 보유 - Python, R 등 지식보유 - 고려대학교 산학협력단의 데이터 엔지니어를 채용하고자 하오니 많은 관심바랍니다. - 1..."
AI Frameworks Engineer Intern,서울,knowledge of deep learning technologies. Programming with Python or Shell script. Education Students who are currently...
빅데이터 분야,서울,"데이터 분석 모형 개발 ① R, Python, SQL 등 데이터 분석 도구... 분석 관련 자격 보유(빅데이터분석기사, ADsP, ADP 등) - R/ Python/SQL 등을 사용하여 데이터를 핸들링하고 대규모 데이터 셋에서 분석..."
[진행중] AI사업부 전문직(인공지능[AI] 모델링 자연어처리) 채용공고,서울 회현동,"이상 충족) - NLP, TA(Text Analysis) 등 자연어 처리 관련 프로젝트 경험 보유 - Python, R 등 프로그래밍 활용 역량 보유 - 딥러닝 프레임워크(Tensorflow, PyTorch 등) 기반..."
Software Engineer Intern,서울,"nationals with valid residential status in Korea. Fluent in Python, shell scripts and C/C++. Fluent in JavaScript, HTML..."
HR 데이터레이크 운영자,서울 중구,대시보드 구축 경험필요역량- ELK에 대한 이해를 바탕으로 데이터 간 관계를 이해 및 실행가능- Java/ Python/SQL 기반 Server to Server Programing 개발/운영- JIRA/CONFLUENCE...
"Customer Engineer, Data Analytics, Google Cloud",서울,"writing code in a common development language (e.g., Java, Python, JavaScript, C++, Scala, R, Go, etc.). About the job..."
"Customer Engineer, Gaming, Google Cloud",서울,"scripting/programming languages: Java, Go, Kotlin, C#, Python, Perl... Shell Scripting. Ability to rapidly prototype..."
"Cloud Architect , Professional Services",서울,"through DevOps scripting (E.g. Shell, Python) Configuration management using... 데브옵스 스크립작성 (Shell, Python 등)을 통한 인프라 자동화..."
[진행중] MyData사업부 전문직(데이터 사이언티스트) 채용공고,서울 회현동,"격사유가 없는 자 성별, 나이 : 제한 없음 자격조건 : 아래 모두에 해당하는 사람 - 데이터 분석용 언어( Python, R, Scala 중 최소 1개) 사용 능력 보유자 - SQL 기반 데이터 조회/분석 경험 보유자..."
빅데이터 엔지니어 전문가,성남 분당구,"Model 발굴 및 구축이런 분을 찾습니다.필요 역량 및 직무경험· Python, Scala, Java 등 1개 이상의 프로그래밍 능력· 통계 기반... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
"QA 엔지니어, 테스터 엔지니어 계약직, 인턴",서울 중구,"있으신 분• Kurbernetes, Docker와 같은 컨테이너 환경에 익숙하거나 개발 경험이 있으신 분• Python, Javascript 등의 스크립트 언어 사용 경험이 있으신 분 1 명 근무조건 고용형태: 계약직(근무기..."
"[리얼클래스]백엔드 개발자 (Backend Developer, Python)",서울 강남구,"[프로덕트그룹 소개]퀄슨 프로덕트 그룹은 퀄슨의 연구개발 조직으로, 유저의 학습경험 향상을 위한 제품개발과 운영효율 최적화를 위한 시스템을 만듭니다. 다양한 학습 컨텐츠를 더 나은 환경에서 제공하고, 진단을 통해 학습 효율성을..."
"Associate Software Engineer, gReach Program for Veterans (보훈...",서울,"more programming languages (e.g., Python, C, C++, Java, JavaScript, etc.). Ability... C++, Java, C, Python, etc.). Experience..."
인프라개발팀 백엔드 개발자,성남 분당구,"니터링, 알람 시스템 개발 및 관리를 합니다. 이런 경험을 가진 분을 찾습니다. Node.js, PHP, Python 개발 경험이 있으신 분을 찾습니다.Docker, Redis 경험이 있으신 분을 찾습니다.RESTful 기반..."
Data Center Operations Engineer,서울,"skills - Bash, Python, Perl, etc. Project... 년 이상의 서버 하드웨어 문제 해결 경험 스크립팅 기술 - Bash, Python, Perl 등 보유자 프로젝트 관리 경험 유창한 한국어/영어 커뮤니..."
2022년 상반기 백엔드 개발자,성남 분당구,"및 경력자 우대 - IT관련 경진대회 수상자 우대 - JS, PHP, Python 등 Back End 관련 프로젝트 경험자 우대 - SQL관련 자격증... 진대회 수상자- JS, PHP, Python 등 Back End 관련 프로..."
"Solutions Architect, [Recruiting Event : 6/13 – 7/10]",서울,"Container기반 등)에 대한 설계, 구축, 운영 경험이 있는 분 OR 하나 이상의 최신기술 언어( Python, Java, Node.js 등)를 이용한 Web 서비스 설계/개발/운영 경험이 있는 분 Job summary..."
S/W개발 신입/경력 정규직,서울 성동구,인터넷·IT·통신·모바일·게임>응용프로그래머>자바스크립트|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능...
[(주) 쇼엠] 프로그래머,인천 연수구,지원가능) 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드...
[UI Framework] 웹 프론트엔드 프로그래머 모집,성남 판교역,"있다. * MVVM, MVP, React Clean Architecture 등을을 활용할 수 있다. 우대사항 Python 코딩 경험 게임 제작 관련 툴 개발 경험 게임 UI 개발 경험 C++ 코딩 능력 상용 게임 엔진 사용..."
"[누리어시스템] 금융 SI/SM 정규직 개발자 (Java, Python)",경기도 하남,"정규직 개발자 채용 (Java, Python) 누리어시스템, 누리어제이티는... 게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>데이터베이스개발자..."
"AI연구원(NLP, CV) (일6시간, 주5일)",서울 강서구,"자연어처리(NLP), Python, TensorFlow 모집학력 학력무관 인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신..."
[AI R&D] Language AI(NLP) Research 분야 수시(22년2차) 모집,성남 판교역,"분 - 통계/Machine Learning에 대한 이해와 활용 능력 및 text 처리 기술에 대한 경험 - Python, Java 등을 이용하여 NLP 기술을 구현 가능한 분 - 최신 기술(논문, 기술문서 등)을 습득하는..."
"데이터베이스개발자, 웹개발 신입/경력 정규직",서울 영등포구,"개발자 ㆍCss/html 등 웹디자인 관련 유경험자 ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode, Selenium, electron... 관련 유경험자ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode..."
(주)스타랩스 WEB 개발자 정규직,서울 강남구,수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드
네트워크 엔지니어 모집,서울 구로구,"네트워크 설계, 구축, 운영 경험 - 오픈소스 기반의 네트워킹 솔루션 설치 및 운영 - 개발 언어 지식 ( Python, Ansible 등) - CCIE 자격증 소지자 * 국가보훈대상자 및 장애인은 관련법령에 의거하여 우대합..."
2022년 AIFFEL AI 인공지능 전문교육,서울 강남구,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷...
[신입/경력] 의료영상/음성인식/생체신호 연구원,서울 서초구,게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
"2022년 상반기 주식회사 쏘마 전 개발 직군 (백엔드, 프론트엔드 외 신입/경력 정규직)",성남 분당구,트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공...
전문연구요원 (병역특례) 수시 (AI / HW 분야),성남 분당구,"모델의 RTL IP 설계 및 IP 검증 가능자 - Language: Python/Perl, C/C++ [우대 조건] - ARM based SoC 설계... Linux, shell, tcl, python, perl 사용 원활..."
디지털미디어[Digital Media] Video 엔지니어 - 글로벌 OTT서비스 기업,서울 강남구,게임>멀티미디어(동영상·음향)>코덱·인코딩|인터넷·IT·통신·모바일·게임>멀티미디어(동영상·음향)>멀티미디어기획|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
[카카오커머스] 기술직군,성남 분당구,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
Django 서버 개발자 - 대전연구소,대전 유성구,AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝
[PPM솔루션 클로바인] 연구소 IT 테크 직군 선행연구 개발자,서울 강남구,백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++...
8퍼센트 개발자 (신입/경력),서울 종로구,개발 금융 데이터 분석과 분석 플랫폼 운영 자격요건 컴퓨터 전공자 또는 웹 개발 경력 1년 이상 우대사항 Python 코드를 무리 없이 읽으실 수 있는 분 Linux/Mac 사용 가능한 분 새로운 기술에 대한 호기심을 가지신...
SW 개발 직군,서울,"C++ 언어 사용 - Windows용 카메라 제어 Tool(C#, Python 등) 개발 O명 판교 한화인 1:1 문의하기 카메라 Front-end... 용 카메라 제어 Tool(C#, Python 등) 개발 O명 판교 한화인..."
추천 시스템 연구/개발,성남 판교역,"분야 석사 또는 박사 학위 소지자 적어도 하나 이상의 능숙한 프로그래밍 언어가 있으신 분 우대사항 Python, C++, GPU 프로그래밍 숙련자 TensorFlow, PyTorch, implicit 등 머신러닝/추천..."
금융 Data scientist,서울 송파구,". R, Python, SQL 등을 활용한 기본적인 데이터 처리 및 분석 경험... 직책]근무부서: 플랫폼부문직급/직책: 팀원, 대리, 사원 [자격요건]. R, Python, SQL 등을 활용한 기본적인 데이터 처리 및 분석 경험..."
"JAVA, Python, R, C, C++ 외 신입/경력 개발자 정규직",서울 강남구,"(주)이지서티 JAVA, Python, C, C++, C#임베디드... 게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
Software Developer 3,대한민국,"preferred. Scripting - Windows Power-shell or Batch, Perl, Python, REST APIs Programming - C#, C/C++, Java Be an expert..."
"Mondrian AI개발자 (Web, 프론트엔드, 백엔드)",인천 연수구,"c, 소프트웨어개발, MySQL, API, Python, Windows, 웹개발, 프론트엔드, Python, .NET, 백엔드 모집학력학력무관고용형태... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
PAYCO 빅데이터 인프라 개발,성남 판교역,"데이터 파이프라인 구성 - 간단한 머신러닝 모델 serving 용 server 구현 및 운영 - Java, Python,Go 중 한 가지 언어를 능숙하게 사용할 수 있는 능력 ( 개발 경험 3년 이상 필수) - Linux..."
패션고 추천모델링 연구 개발,성남 판교역,"튜닝, AB테스트, 결과 해석 등) - 리눅스 환경에서 머신 러닝 및 데이터 분석 관련 언어, 라이브러리( Python, R, SQL, tensorflow 등) 능숙한 활용 - 통계, 머신 러닝 등 관련 분야(통계학,산업..."
AI Frameworks Engineer,서울,experience in deep learning frameworks Programming with Python or Shell script Experience with large-scale software projects...
2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),인천 연수구,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
[데이터 프로덕트] 데이터 엔지니어 모집,성남 판교역,"엔지니어링 2년 이상 업무경험 보유자 ⁃ 하둡 에코시스템의 전반적 이해를 바탕으로 ETL 가능하신 분 ⁃ python(필수), java, go, bash 등 언어 중 하나 이상 활용 가능하신 분 ⁃ 새로운 기술에 대한 관심이..."
[2022 전문연구요원] AI R&D - Language AI,성남 판교역,"기술을 서비스에 적용하기 위한 MLOps 플랫폼을 개발합니다. 지원자격 학력 : 석사 이상 필수조건 - Python, Java등 한 가지 이상의 컴퓨터 프로그래밍 언어를 활용할 수 있으신 분 - 머신러닝/딥러닝 기술에 대한..."
기술유닛 프로그래밍 전부문(툴/엔진/렌더링/서버/클라이언트),서울 강남구,"독해 능력 (기술 문서)- 원활한 의사 소통 능력이 있으신 분 이런 경험이 있으면 더 좋아요!- 다양한 언어( python, js, groovy, lua) 경험이 있으신 분- SQL 경험이 있으신 분2. 렌더링 교육·교사·강사..."
[하나금융그룹] 빅데이터 분석 모집,인천 청라동,"모델 개발 [필요역량] ㆍ데이터 분석 능력 중/고급 이상 ㆍ데이터 분석/모델링을 위한 언어 능력 (R, Python 등) 중급 이상 [경력사항] ㆍ박사 : 경력 없어도 지원가능 ㆍ석사 : 경력 5년 이상 ㆍ학사 : 경력 8..."
자산운용팀 전략/리스크팀 퀀트(겨울방학 인턴),대한민국,공자의 경우 관련 과목 12학점 이상 이수 - Microsoft 엑셀 능숙자 선택 사항 (평가 가산점) - Python 또는 VBA 등 코딩 Skill 보유 - 관련 업종에서 2개월 이상 인턴쉽 또는 근무 경력 보유 - 관련...
데이터 엔지니어 - Global Leading Consulting Firm,서울,통신·모바일·게임>빅데이터·AI(인공지능)>빅데이터|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>하둡(Hadoop)|인터넷·IT·통신·모바일·게임...
건설분야 R&D 병역특례(전문연구요원(영상관련 S/W 개발)),서울 구로구,"우대사항]컴퓨터비전, 인공지능 분야 전공자 소프트웨어 개발자(C#, Python 등) 영상처리 기술 (OpenCV 활용기술 및 상용 Library... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
[대형증권사] IT퀀트 개발자,서울 강남구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>음성인식|인터...
웹프로그래머 모집,인천 갈산동,"웹개발 웹개발 / PHP, Python , Java 근무지역 인천... 당업무: 웹개발 : 프로그램 개발 및 유지보수. 자격요건: 언어 : PHP, Python 최소 1개 이상의 PHP 프레임워크(Codeigniter..."
"자율 주행, 로봇 SW 개발자",성남 수정구,"(주)에바 모집부문 및 자격요건 모집부문 담당업무 자격요건 인원 자율주행 SW 엔지니어 Python응용SW [담당업무]ROS 개발, 로봇 주행 알고리즘 개발, SW Optimization[근무부서 및 직급/직책]근무부서: 개발팀..."
[하나금융그룹] 데이터분석 모집,인천 청라동,시각화 보고서 제작 (Spotfire/ Python/R 등 활용) ㆍ통계적 분석 및 검증 (SAS/ Python/R 등 활용) ㆍ분석결과를 이용한 기획... 원활한 사용 능력 ㆍSAS/ Python/R 원활한 사용 능력 ㆍ팀 단위...
"프론트엔드 개발자, 백엔드 개발자, PM 경력 (~22.06.17)",서울 성동구,"API 연동- 백엔드 개발자 1) Python, Javascript, C... 웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신..."
[그랑사가] 툴/클라이언트 프로그래머,서울 강남구,블록체인 기반 프로젝트 및 NFT(대체불가토큰) 등 인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
C++ Developer for High Performance Cloud Database,서울,"multi-thread programming • Experience in SQL, Python, Git • Experienced... development on Linux environment..."
DNN 모델 개발 엔지니어,성남 분당구,통신·모바일·게임>빅데이터·AI(인공지능)>비전인식|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
웹프론트엔드&서버 개발,서울 마포구,개발해당 직무는 아래의 2개 개발 영역 중 하나에 근무합니다. 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
대학생인턴십 2기 모집,서울 영등포구,"러시아어 회화 가능자 - 통계 프로그래밍(Minitab, SPSS, SAS 등), 프로그래밍언어(R, Python 등) 활용 경험 보유자 - 빅데이터/IT/품질/환경안전 관련 자격증 보유자 - PLC,N/W, 비전, 센터..."
프론트엔드/백엔드 개발 경력 모집,서울 구로구,"프라 구축 및 운영, CI/CD 자동화 구축/운영, Git 운영 프로그래밍 언어 활용 역량 - Java, Python, Node.js 등 하나 이상의 언어 익숙, MariaDB, MSSQL, MySQL 협업 및 커뮤니케이..."
[인재 Pool / 상시 / 신입] R&D 박사,인천 연수구,C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>UNIX·LINUX계열 서버운영·관리|전자·기계·기술...
"Software Engineer, Android Connectivity",서울,"one or more... following languages: C, C++, Java, or Python. Preferred qualifications: 5 years of experience in Android..."
[램플코딩학원] 온오프라인 코딩 강사,대전 서구,"우대사항]ㆍ전공계열: 공학계열(컴퓨터공학, 소프트웨어공학, 시스템공학)ㆍ자격증: 정보처리기사ㆍC언어, Python 가능자ㆍ아두이노 로봇 강의 가능자 우대ㆍ자격증반/대회반 교육 경력자 우대 00 명 근무조건 고용형태: 계약직..."
웹 크롤링 엔진 개발자 채용,서울 역삼동,성별 : 무관 - 연령 : 무관 -Mac or Windows 기반 응용프로그램 개발 경험 -개발언어: Python or Java or C/C++ 우대사항 - OOP에 대한 지식을 갖추고 TDD를 지향 - 새로운 기술을...
"프론트엔드 개발자, 백엔드 개발자, PM 경력 (~22.06.17)",서울 성동구,"API 연동- 백엔드 개발자 1) Python, Javascript, C... 웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신..."
[주4.5일] JAVA 백엔드 개발자,서울 구로구,반드시 한 번 이상 들어본 '모비온' 또한 당사의 자랑스러운 브랜드입니다. 모집부문 / 상세내용 사용 기술 python java linux jquery javascript 인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA...
